log(MSE-Trunc-SVD-components),comp
5.023286456,55
4.175451532,55
6.121047736,55
8.694620201,55
5.378228535,55
4.119766353,55
6.88381418,55
7.320722197,55
6.353723151,55
8.172514081,55
5.911424621,55
7.681528662,55
5.286215009,55
5.675492119,55
2.608416214,55
8.061753254,55
7.343517047,55
5.451001517,55
5.34114577,55
5.646583651,55
4.339872225,55
5.173256554,55
6.451176874,55
5.694937781,55
4.773050427,55
5.488315075,55
5.800401464,55
6.844598323,55
4.572235048,55
3.462062764,55
6.807817284,55
5.802535577,55
8.307088196,55
6.823338672,55
6.613840219,55
7.132898039,55
8.000354454,55
3.812711729,55
7.741845908,55
7.110424318,55
2.375920127,55
7.17058064,55
3.540226191,55
6.330879059,55
3.577289674,55
6.087237828,55
2.919191676,55
3.826549087,55
7.37900869,55
5.258234276,55
-0.564062151,55
5.363141925,55
4.474750055,55
5.506216464,55
6.407548455,55
4.655964508,55
6.687781633,55
6.489012485,55
1.660486731,55
5.774119278,55
3.245741308,55
4.90566013,55
3.757746738,55
6.608033881,55
6.152405714,55
6.514493528,55
7.20632848,55
7.72627711,55
6.904266412,55
5.552169068,55
8.394702174,55
5.183908606,55
6.784634387,55
5.394033972,55
5.803819918,55
7.858065119,55
0.890290349,55
4.899903527,55
7.072480579,55
5.473182003,55
7.717430612,55
3.475864904,55
3.738174121,55
5.760372419,55
7.213998276,55
5.08808478,55
5.592289392,55
5.050190178,55
4.331729083,55
6.520466235,55
6.571851426,55
1.968478525,55
5.921378767,55
5.645152354,55
4.790512231,55
7.486251707,55
7.128990345,55
6.524610938,55
6.832894164,55
7.200080201,55
2.892508248,55
4.636990655,55
5.444613884,55
2.726757386,55
8.381785801,55
2.950416178,55
8.469654456,55
8.055727686,55
4.751570046,55
4.410392837,55
4.790386972,55
7.024775654,55
5.207577234,55
7.50011608,55
5.79002811,55
4.781395368,55
5.630938235,55
6.141706744,55
6.577023068,55
5.553962081,55
6.661607682,55
6.141298115,55
5.971840844,55
1.68771938,55
3.926668049,55
6.382218242,55
4.116136531,55
5.579225756,55
0.812840825,55
6.815068844,55
4.01314843,55
4.563908769,55
7.330443038,55
2.221270902,55
4.155208748,55
5.06925682,55
6.369036999,55
2.658237786,55
4.374883915,55
4.221998515,55
6.531384976,55
3.903196939,55
1.541021439,55
4.515667527,55
6.471481972,55
6.020170197,55
5.481593096,55
3.871204508,55
5.880199667,55
6.0647123,55
6.488013457,55
5.895646304,55
5.61101303,55
7.061217472,55
8.388665519,55
4.159173197,55
5.196965259,55
4.996384348,55
5.90545269,55
4.808654718,55
5.885932483,55
2.870687888,55
5.237826145,55
4.628837627,55
6.005854268,55
4.420815497,55
6.770268775,55
3.915092022,55
6.313923944,55
6.680729403,55
4.972875094,55
7.805084667,55
5.779083074,55
8.905728327,55
6.426804472,55
7.489900663,55
2.671741179,55
2.732414262,55
4.67491241,55
4.318663163,55
6.081457109,55
6.515772287,55
7.898820611,55
4.8523746,55
8.148594122,55
1.994258853,55
4.415207388,55
6.152593376,55
7.448072694,55
1.309115248,55
-0.000839586,55
6.535070907,55
5.636606581,55
4.861309365,55
5.796779384,55
6.138104201,55
7.855049656,55
4.238670834,55
6.86979653,55
8.482056515,55
4.570260783,55
5.02004684,55
7.616077115,55
5.87515243,55
4.669524488,55
4.283861393,55
4.556466726,55
4.774495027,55
3.130972049,55
7.184087927,55
4.252737547,55
7.587405426,55
6.549413428,55
1.288178354,55
3.8387807,55
5.415327398,55
1.050095982,55
5.331753854,55
1.686095427,55
4.653758332,55
6.823739649,55
5.917763655,55
-0.648475185,55
6.260449467,55
6.619733529,55
6.224927352,55
3.595243287,55
7.071757968,55
6.908844163,55
-0.584219427,55
3.934559499,55
4.583316766,55
7.637674413,55
4.630981498,55
5.797806298,55
6.050905392,55
6.296169015,55
4.549300363,55
4.73145458,55
5.176072832,55
6.219136739,55
5.368523481,55
3.471562534,55
6.776980442,55
7.879752873,55
7.885224374,55
5.634562276,55
6.46624192,55
5.26327586,55
2.71053734,55
5.737190334,55
5.904697101,55
4.731396481,55
6.303033197,55
6.821628515,55
7.496419541,55
2.726023293,55
4.092514122,55
2.080398573,55
4.567091801,55
5.631907865,55
6.058851495,55
7.238387809,55
5.542032651,55
5.959869842,55
5.063924175,55
7.998542814,55
6.063348819,55
6.238090023,55
7.373602984,55
3.209661136,55
6.16908736,55
5.426441443,55
4.165315863,55
4.293411522,55
4.451206333,55
3.753425962,55
1.003528422,55
6.423333261,55
4.516247415,55
5.456228471,55
6.309140721,55
5.257757439,55
3.452603305,55
5.44505565,55
3.254058904,55
5.441928451,55
6.738188869,55
6.718481388,55
5.518985383,55
6.000034327,55
5.729231637,55
8.108824248,55
2.38246534,55
3.663425482,55
3.629653133,55
6.008820496,55
4.077798361,55
6.077083987,55
4.596056209,55
3.609973071,55
1.606721213,55
3.970335386,55
6.977811017,55
3.309266141,55
0.873467836,55
4.811712586,55
6.263882474,55
7.101810803,55
3.259107802,55
5.563749161,55
5.152402662,55
6.075661295,55
6.858437731,55
7.53724763,55
7.510061304,55
7.386979913,55
4.857825132,55
7.900255042,55
6.580754238,55
7.620558921,55
6.446641074,55
4.272568379,55
7.297976553,55
5.078682325,55
4.305745858,55
4.677693095,55
6.430504628,55
6.151386288,55
7.240474646,55
4.469147901,55
5.618054287,55
6.940528145,55
4.550698016,55
5.099177498,55
7.622270654,55
6.31907437,55
6.169361357,55
5.032063107,55
6.803736992,55
7.344995301,55
6.68069936,55
5.082740464,55
8.510841768,55
2.23131662,55
5.514735165,55
6.671918401,55
5.106037577,55
5.670302135,55
6.041763103,55
3.865040411,55
4.958338914,55
8.33655095,55
1.135736047,55
6.063825058,55
6.280729676,55
7.544175915,55
5.374608704,55
3.387430155,55
5.208721003,55
7.25878663,55
1.857295513,55
5.374556322,55
6.054706733,55
6.048320011,55
7.304662859,55
4.612594644,55
5.526910459,55
6.444299332,55
6.515681889,55
6.627908923,55
2.617480254,55
5.095224629,55
6.32057304,55
8.596916992,55
4.93643085,55
5.664541005,55
1.532643605,55
6.649965849,55
6.457627612,55
6.400644746,55
5.637068031,55
7.128931723,55
5.347594894,55
8.829044423,55
4.58398327,55
7.090624591,55
6.856376467,55
2.250559108,55
2.274427469,55
3.588779532,55
2.751546351,55
4.45640175,55
4.028684807,55
6.408410258,55
7.605077516,55
7.213177041,55
6.775532913,55
3.372014902,55
6.757207152,55
7.395086486,55
5.703918879,55
6.065979356,55
3.864699066,55
2.607646096,55
6.272240801,55
2.521603938,55
5.691601346,55
4.991009659,55
6.415917176,55
5.023230205,55
5.213771182,55
3.83184624,55
5.572291642,55
6.275914904,55
6.900327139,55
3.092363546,55
6.157125938,55
6.226517339,55
6.594617543,55
4.007045169,55
4.46549359,55
5.781905287,55
4.249913739,55
4.78165568,55
4.441669185,55
4.706740278,55
5.913448691,55
4.291020097,55
6.520090008,55
8.11511193,55
5.25189764,55
3.796852635,55
1.806589851,55
3.611599377,55
4.542224309,55
5.858551816,55
4.421605058,55
6.484165924,55
5.662802317,55
4.583488619,55
8.143766256,55
7.200736454,55
3.692597965,55
5.564425869,55
3.266469566,55
3.933834483,55
7.192276581,55
3.431876805,55
4.243511969,55
0.247836164,55
6.775255981,55
6.345612616,55
7.880788728,55
5.394630725,55
3.127760691,55
6.944189409,55
7.385934927,55
7.893926891,55
5.827333125,55
3.710929552,55
7.486217832,55
4.671777707,55
1.972969484,55
2.417741527,55
4.61583848,55
5.176687353,55
8.065295865,55
7.965978177,55
5.791741016,55
4.14586764,55
6.418865264,55
7.911912914,55
6.037789779,55
5.827185944,55
6.409869785,55
4.717785814,55
3.966038345,55
7.228334026,55
6.826740457,55
7.530539457,55
4.272094579,55
7.665525389,55
4.698410799,55
3.72596621,55
2.487967705,55
3.27123511,55
0.610542804,55
5.78540526,55
4.535982201,55
7.262583508,55
4.72911907,55
6.014891554,55
6.226797422,55
6.080118867,55
3.440154357,55
7.09465452,55
3.944936072,55
7.593647054,55
6.739924992,55
5.839886905,55
7.093643669,55
4.253904215,55
4.456217941,55
6.690032191,55
1.477377257,55
4.926688508,55
7.08492022,55
8.524863779,55
6.701171228,55
6.822382424,55
3.553438018,55
3.435939407,55
5.647080841,55
4.049146875,55
4.953492318,55
1.756486844,55
3.804444456,55
3.285748123,55
5.79195866,60
3.977431662,60
3.897441502,60
4.74554667,60
5.982741538,60
4.898514034,60
3.749798796,60
6.720623649,60
7.076430824,60
7.603683471,60
7.009957106,60
5.695716432,60
6.993587451,60
6.412958744,60
3.968578295,60
6.493185779,60
3.581569849,60
3.131802079,60
5.693257925,60
2.620541541,60
5.267462532,60
7.266924181,60
4.021682312,60
6.494413605,60
6.083820184,60
4.105791803,60
2.629638768,60
6.039536709,60
4.782107963,60
5.747288997,60
4.670745481,60
6.274171927,60
5.011124778,60
3.543974246,60
6.189205745,60
5.995320932,60
6.376739119,60
5.084911992,60
7.496696994,60
8.425434249,60
4.792651013,60
8.902466066,60
5.152290187,60
5.852685251,60
5.775963881,60
4.380063382,60
5.753577567,60
1.749083085,60
3.231333308,60
4.43288078,60
5.541884295,60
4.41673028,60
6.319524094,60
7.408298958,60
5.314490575,60
4.863260381,60
4.5295982,60
7.617651469,60
4.338769849,60
5.203760252,60
3.580904576,60
6.696036296,60
8.867633115,60
6.295783709,60
5.8973559,60
8.408223091,60
5.334470397,60
2.260838243,60
4.879841038,60
4.218781752,60
6.249172832,60
4.468183647,60
2.849285631,60
7.952658257,60
6.3433256,60
8.09264216,60
5.064765315,60
7.888921746,60
7.422130005,60
4.113209232,60
2.891516359,60
3.926865014,60
4.241445962,60
5.796229618,60
2.961772842,60
3.662792151,60
5.433829009,60
6.654436793,60
4.681957149,60
2.955003099,60
6.997530189,60
5.231555591,60
6.758402096,60
4.725414519,60
6.80461139,60
7.097830499,60
6.343775575,60
6.435606161,60
6.839802423,60
6.84255596,60
8.584127966,60
7.408705676,60
4.586825611,60
6.536364918,60
5.437230361,60
1.55524607,60
5.549498314,60
6.970431721,60
4.144028782,60
6.184780877,60
8.302334546,60
5.681717968,60
6.706630313,60
6.962941845,60
3.644950255,60
6.167689537,60
6.843372084,60
4.651724984,60
4.273019834,60
8.699817536,60
4.092594629,60
5.392236643,60
6.256276844,60
5.272643926,60
5.941953256,60
4.856095609,60
7.179901084,60
5.74032261,60
4.618278476,60
5.648711151,60
3.893577562,60
5.64982085,60
4.818161794,60
5.859640201,60
5.699431695,60
4.45182482,60
5.858393777,60
5.23685208,60
4.209822335,60
6.095687774,60
5.266566227,60
6.902665321,60
4.439817728,60
3.628674385,60
6.460181963,60
5.233704868,60
5.522588944,60
8.365286891,60
4.496579939,60
3.207816976,60
5.168219578,60
5.398049255,60
6.484127327,60
1.500997164,60
5.634460232,60
5.858872698,60
7.200984085,60
5.449878113,60
4.892832422,60
4.321358179,60
8.721822531,60
6.375059132,60
4.769425629,60
7.612865716,60
7.470162099,60
5.646371379,60
7.043900592,60
6.889753548,60
5.308337115,60
3.905119347,60
6.6158203,60
1.534819462,60
5.173083278,60
6.09351359,60
5.355105797,60
5.362871456,60
4.654938033,60
2.301542374,60
3.855992137,60
6.179965316,60
5.473089184,60
5.533106709,60
4.768784653,60
4.453054076,60
5.036639649,60
6.24283085,60
9.023764305,60
4.506913959,60
5.149804578,60
4.433844532,60
6.16086935,60
8.106654477,60
6.283048148,60
4.669885121,60
3.468708375,60
4.053731665,60
5.430573609,60
8.073934122,60
5.627660742,60
6.754919967,60
5.617288986,60
5.393112707,60
7.318552308,60
5.797949812,60
2.591264212,60
2.491545028,60
6.701865078,60
8.053867915,60
5.022178119,60
6.944197928,60
7.570310783,60
4.802161998,60
4.237425417,60
5.028054813,60
5.586686039,60
5.07150374,60
5.300061069,60
4.265922801,60
4.160332571,60
6.447259215,60
3.49821001,60
5.562343282,60
4.231106643,60
8.212423431,60
7.847006471,60
8.022118904,60
5.082019361,60
4.381406936,60
6.923223888,60
3.23377466,60
3.566650007,60
3.081342294,60
3.977278147,60
5.96894972,60
4.33079598,60
4.698291526,60
5.631689339,60
5.201518255,60
3.880595261,60
6.945784055,60
4.143398209,60
2.277187467,60
6.71957315,60
4.632309546,60
2.013736569,60
7.452336528,60
5.321962902,60
8.017195206,60
5.274786916,60
4.732882469,60
5.549635754,60
2.927101733,60
8.380496954,60
2.600805995,60
4.128282565,60
8.556482358,60
8.127404648,60
4.770060371,60
3.293756117,60
3.390965568,60
8.179038186,60
5.26274719,60
4.123271382,60
5.306563531,60
5.820133867,60
2.57825415,60
7.040356649,60
3.771759671,60
5.04113407,60
6.749364743,60
7.691198146,60
7.7025288,60
4.194174753,60
6.534982547,60
8.831210636,60
6.585627073,60
4.679085715,60
6.78529234,60
6.648250989,60
6.441388364,60
7.170015004,60
6.238200938,60
8.706841235,60
7.319786885,60
4.762809125,60
6.505350242,60
5.048058159,60
5.74001132,60
7.334486298,60
8.796717277,60
5.517061116,60
5.471595084,60
5.004937329,60
1.645510364,60
4.421601392,60
2.784772725,60
5.304235413,60
5.764746682,60
6.982502208,60
4.826715537,60
6.662136091,60
6.678301692,60
7.855988232,60
5.680616526,60
4.889563164,60
2.727962726,60
4.756936128,60
4.245707066,60
6.144034476,60
7.391475958,60
4.399286528,60
4.258987534,60
5.009830323,60
6.817145511,60
6.619020223,60
5.465927691,60
6.186726033,60
5.19917965,60
5.50650664,60
8.56881663,60
3.316337674,60
2.67282078,60
6.614623672,60
7.823689887,60
3.705944171,60
2.361453233,60
1.226167301,60
5.175323261,60
5.149520865,60
7.341975494,60
5.40855396,60
5.204554847,60
6.890876307,60
6.459941419,60
7.237518496,60
4.031926459,60
6.250378311,60
7.21663719,60
-0.52583021,60
2.888431162,60
6.283087703,60
6.465603353,60
4.767440107,60
1.693465309,60
6.084572715,60
8.474450074,60
5.566433467,60
7.668328035,60
6.234651367,60
3.098369587,60
6.829846309,60
1.147768597,60
4.020481835,60
7.108136211,60
5.406992619,60
5.403695628,60
1.030034588,60
3.556770912,60
7.9801984,60
5.352558491,60
5.353810148,60
2.255398409,60
6.896200683,60
4.797790472,60
2.529066573,60
5.315422734,60
7.779941996,60
7.521453367,60
0.945552018,60
7.09578672,60
5.407811068,60
5.438826114,60
6.651489761,60
3.67703823,60
1.012188896,60
4.711108721,60
6.898734689,60
8.07280857,60
8.225541225,60
3.325077844,60
5.677205454,60
6.556881348,60
4.128514353,60
6.011771597,60
4.940050318,60
4.562688694,60
6.471211784,60
8.144218816,60
5.650161355,60
6.260847171,60
5.693948975,60
3.655430565,60
4.375703662,60
6.087126935,60
6.535349583,60
7.164036816,60
7.080825867,60
3.745271498,60
7.496874208,60
6.04914193,60
3.626660019,60
6.623623578,60
5.718811238,60
6.431347102,60
3.220119558,60
3.44573512,60
6.786214369,60
6.735867341,60
1.258886931,60
2.048759405,60
6.57260299,60
4.770980575,60
5.155973102,60
5.157921121,60
6.544089886,60
4.756620516,60
3.585775962,60
4.270586332,60
4.584074129,60
7.031853456,60
7.142192506,60
6.232631645,60
6.688401572,60
4.44240152,60
4.751665733,60
6.849877986,60
4.729840393,60
5.370358434,60
2.211572915,60
5.766232702,60
3.136559773,60
3.015153807,60
6.524997238,60
6.084267724,60
6.429587653,60
5.943914927,60
4.686768033,60
7.459705399,60
8.98343644,60
5.133587779,60
4.265480346,60
4.975727946,60
4.501421394,60
3.173990563,60
4.309163767,60
7.355897291,60
5.590737685,60
6.34806168,60
4.047912608,60
5.510660246,60
4.437958327,60
7.075346402,60
5.753873585,60
3.898163365,60
6.113040531,60
5.396483239,60
7.557182353,60
7.737864605,60
2.129207792,60
6.067904676,60
5.494823379,60
6.445576134,60
4.928426155,60
4.034271695,60
5.224790245,60
9.016753729,60
4.945974478,60
5.260009274,60
6.244362372,60
1.196043501,60
5.058714679,60
6.001355994,60
6.655950359,60
6.30218641,60
4.537949686,60
4.700344553,60
6.740400745,60
5.558177348,60
7.230282047,60
6.875940156,60
3.841841968,60
4.900888273,60
4.120351048,60
5.990260209,60
8.686584957,60
5.354921466,60
4.153678954,60
6.746625872,60
7.31572159,60
6.333215718,60
8.164410964,60
5.812599291,60
7.63779168,60
5.238108813,60
5.667665156,60
2.416976968,60
8.032507333,60
7.300245359,60
5.353911116,60
5.19365817,60
5.586474733,60
4.181100152,60
5.066934456,60
6.381388964,60
5.642318973,60
4.781125134,60
5.400837143,60
5.723145143,60
6.787153591,60
4.480566111,60
3.386481374,60
6.686405372,60
5.74175138,60
8.27961014,60
6.818051032,60
6.521017485,60
7.090286851,60
7.965360485,60
3.73321249,60
7.729821957,60
7.069128415,60
2.210910873,60
7.145815368,60
3.443892133,60
6.339930836,60
3.216751989,60
5.976435023,60
2.786045667,60
3.719270033,60
7.331400108,60
5.207269088,60
-0.595725196,60
5.340222076,60
4.236904013,60
5.446012777,60
6.26588085,60
4.337515508,60
6.52112928,60
6.454841862,60
1.380225875,60
5.715985746,60
3.149640091,60
4.824817643,60
3.596963965,60
6.301395484,60
6.155208272,60
6.460979991,60
7.128849845,60
7.697529251,60
6.888671582,60
5.476882091,60
8.339106342,60
5.059112386,60
6.711849651,60
5.25432997,60
5.769734105,60
7.845770982,60
0.495365544,60
4.708035098,60
7.00145511,60
5.413907584,60
7.67794961,60
3.313042329,60
3.53756701,60
5.642331413,60
7.203638338,60
5.089686675,60
5.48111552,60
4.233656822,60
4.354085965,60
6.516702084,60
6.446238338,60
1.785655162,60
5.842309373,60
5.550064983,60
4.547651079,60
7.487025472,60
7.131746262,60
6.482451102,60
6.823201058,60
7.172608509,60
2.645096795,60
4.538005498,60
5.360666646,60
2.614631846,60
8.336407041,60
2.701721215,60
8.452325511,60
7.994098791,60
4.598793852,60
4.007125644,60
4.631018375,60
7.003185302,60
5.127754771,60
7.396704292,60
5.66070021,60
4.602232832,60
5.555197342,60
6.076959039,60
6.489936251,60
5.416665631,60
6.650088384,60
6.087225384,60
5.850436514,60
1.738131266,60
3.787156185,60
6.325375015,60
4.000887954,60
5.530279887,60
0.590514265,60
6.835523618,60
4.036504207,60
4.465086437,60
7.274475139,60
1.97821734,60
3.890684275,60
4.884040239,60
6.23137723,60
2.452040318,60
4.202482665,60
4.027149249,60
6.450649052,60
3.711107156,60
1.262968975,60
4.348652885,60
6.378716421,60
5.916635549,60
5.398218143,60
3.767356676,60
5.749034729,60
6.037938435,60
6.431470957,60
5.830984356,60
5.561136005,60
7.008379986,60
8.398778671,60
4.100776268,60
5.086827826,60
4.924165319,60
5.155085406,60
4.667033987,60
5.884401992,60
2.874133277,60
5.227243294,60
4.429130917,60
5.942608282,60
4.335569305,60
6.730531212,60
3.734698829,60
6.25362491,60
6.601719918,60
4.951316093,60
7.818369671,60
5.750717727,60
8.941439037,60
6.36463275,60
7.186219129,60
2.554113461,60
2.51149947,60
4.529500608,60
4.222769556,60
6.016753005,60
6.430536056,60
7.802841134,60
4.78783704,60
8.103616614,60
1.524988946,60
4.351015402,60
6.076082391,60
7.406037755,60
0.82124602,60
-0.172071534,60
6.369098712,60
5.496230308,60
4.590490207,60
5.716398229,60
6.057122079,60
7.776622122,60
4.255099623,60
6.820571774,60
8.435851951,60
4.433883468,60
4.899226591,60
7.577709226,60
5.79738017,60
4.680832681,60
4.161321276,60
4.418020893,60
4.753077312,60
2.87236287,60
7.101679906,60
4.124208296,60
7.572525661,60
6.539485776,60
0.928025805,60
3.775112234,60
5.353671056,60
0.741046125,60
5.206001669,60
1.318352431,60
4.312234674,60
6.766230212,60
5.593574379,60
-0.720244415,60
6.17598134,60
6.573364158,60
6.158364732,60
3.612355741,60
7.014939964,60
6.899883066,60
-0.574062909,60
3.841527977,60
4.553953504,60
7.532659649,60
4.601078728,60
5.748697157,60
5.980997398,60
6.1497202,60
4.421590392,60
4.661137841,60
5.038963352,60
6.117324852,60
5.298617081,60
3.338518025,60
6.736968913,60
7.848793613,60
7.722134753,60
5.610814338,60
6.392225283,60
5.17094798,60
2.839845927,60
5.606521327,60
5.691759035,60
4.580076461,60
6.288115402,60
6.756928255,60
7.48887365,60
2.481198254,60
4.0642743,60
1.888627606,60
4.516009395,60
5.590521935,60
6.048081299,60
7.198039458,60
5.546086896,60
5.926171469,60
4.828389906,60
7.976324246,60
5.969631753,60
6.164494945,60
7.353313229,60
3.038072646,60
6.123058061,60
5.368239382,60
3.91129795,60
4.159202275,60
4.369713977,60
3.593700911,60
0.713268097,60
6.347579005,60
4.359167358,60
5.408243281,60
6.277339558,60
5.115023352,60
3.654438438,60
5.303077139,60
2.915585101,60
5.365621435,60
6.669247625,60
6.554777063,60
5.399008964,60
5.939315069,60
5.692576324,60
8.122477796,60
2.119652998,60
3.543912951,60
3.530940225,60
5.992451418,60
3.813745568,60
5.988353443,60
4.459098155,60
3.639745355,60
1.419286712,60
3.857564693,60
6.797989322,60
3.085343735,60
0.546865695,60
4.605825489,60
6.140099665,60
7.100099177,60
2.990969362,60
5.375760144,60
4.76556632,60
6.132780186,60
6.838142561,60
7.486681873,60
7.465258223,60
7.357435554,60
4.675869547,60
7.880353053,60
6.532375226,60
7.525021354,60
6.43652717,60
4.043579832,60
7.282312082,60
4.994363487,60
4.151319811,60
4.503930029,60
6.394513714,60
6.065553309,60
7.202053251,60
4.334225714,60
5.491013414,60
6.897334718,60
4.423946415,60
4.837093805,60
7.594276653,60
6.253669462,60
6.103118882,60
4.965088354,60
6.767293889,60
7.337158251,60
6.647027337,60
5.090053088,60
8.507830538,60
2.007674811,60
5.353703178,60
6.659761238,60
5.03030577,60
5.622021075,60
5.929426113,60
3.713255676,60
4.824733606,60
8.332995881,60
0.64608206,60
6.036770662,60
6.223059256,60
7.521680623,60
5.299973557,60
3.165881738,60
5.058786516,60
7.240557995,60
1.61907758,60
5.104239289,60
6.012825722,60
5.979618884,60
7.301570638,60
4.481920403,60
5.381260925,60
6.394514759,60
6.409311308,60
6.59275537,60
2.303760854,60
4.937172083,60
6.22483302,60
8.523334952,60
4.826004188,60
5.58414603,60
1.267373899,60
6.549746307,60
6.346647587,60
6.358590011,60
5.577019016,60
7.102665995,60
5.255776089,60
8.791073897,60
4.498585336,60
7.044982379,60
6.774796703,60
2.179182891,60
1.692673759,60
3.432977153,60
2.547881353,60
4.328620377,60
4.025398011,60
6.381680538,60
7.556927413,60
7.173133163,60
6.712855632,60
3.199476217,60
6.684085275,60
7.359873657,60
5.622275165,60
5.974486244,60
3.784771726,60
2.402401705,60
6.206668675,60
2.36041255,60
5.595006528,60
4.940474116,60
6.301570964,60
4.894833974,60
5.12192995,60
3.618736471,60
5.523184042,60
6.20606238,60
6.742779055,60
2.919153789,60
6.133481913,60
6.200049757,60
6.543754964,60
4.002183563,60
4.25488955,60
5.769978252,60
4.158678499,60
4.723006524,60
4.340295097,60
4.548600642,60
5.828354748,60
4.233850832,60
6.450473652,60
8.06246138,60
5.16720179,60
3.620734993,60
1.547454717,60
3.451950852,60
4.388301349,60
5.78399724,60
4.231359248,60
6.239921112,60
5.583578278,60
4.553390902,60
8.127323903,60
7.195225838,60
3.576260417,60
5.436218129,60
3.051229746,60
3.784369949,60
7.106938687,60
3.445406212,60
4.089609247,60
-0.111694279,60
6.669506571,60
6.220952857,60
7.873263487,60
5.216454346,60
2.948415214,60
6.910846611,60
7.362577427,60
7.83069768,60
5.73843941,60
3.56884603,60
7.479611683,60
4.537997502,60
1.716390483,60
2.183379308,60
4.459874659,60
4.969452852,60
8.064477364,60
7.93725409,60
5.734417109,60
3.982620708,60
6.410728613,60
7.897976307,60
5.811728421,60
5.704746874,60
6.3701767,60
4.587483723,60
3.830496603,60
7.221071691,60
6.843140176,60
7.486718007,60
4.161382399,60
7.625476307,60
4.583910639,60
3.353414401,60
2.355160981,60
3.112908843,60
0.346995374,60
5.683184985,60
4.54753131,60
7.176903322,60
4.569902355,60
5.918836714,60
6.163292028,60
5.904444278,60
3.135266635,60
7.074383945,60
3.723690499,60
7.557804429,60
6.661958444,60
5.768006806,60
7.115226909,60
4.134117178,60
4.338707707,60
6.605727821,60
1.175099253,60
4.82492715,60
7.091767072,60
8.487877962,60
6.659703945,60
6.813942197,60
3.280067267,60
3.400430588,60
5.457999486,60
3.882552456,60
4.746501887,60
1.434200578,60
3.690906436,60
3.0554122,60
